datetime,title,tag,url,kw_match
2023-11-27 17:47:37,Looking for glimmers of humanity amid the horrors of Hamas’s war with Israel,Star Columnists,https://www.thestar.com/opinion/star-columnists/looking-for-glimmers-of-humanity-amid-the-horrors-of-hamas-s-war-with-israel/article_02994b75-1867-5ed5-be02-7e4bdec1fdd6.html,True
2023-11-26 20:54:06,"Tigres down Remparts 6-2, top QMJHL's Western Conference",Hockey,https://www.thestar.com/sports/hockey/tigres-down-remparts-6-2-top-qmjhls-western-conference/article_61b03725-3eb5-565d-af27-661dd9739654.html,False
2023-11-27 17:41:55,"Irregular meals, benches as beds. As freed hostages return to Israel, details of captivity emerge",Middle East,https://www.thestar.com/news/world/middle-east/irregular-meals-benches-as-beds-as-freed-hostages-return-to-israel-details-of-captivity-emerge/article_2c60340b-f4a6-519f-a4c6-f6cccc617871.html,True
2023-11-27 17:47:28,Israeli family with ties to Toronto among hostages released by Hamas,Gta,https://www.thestar.com/news/gta/israeli-family-with-ties-to-toronto-among-hostages-released-by-hamas/article_0d706e5e-9768-515b-8ec0-22bf4aead0d8.html,True
2023-11-26 18:53:07,"Canadian Jewish, Muslim groups see different paths to peace amid ceasefire",Politics,https://www.thestar.com/politics/canadian-jewish-muslim-groups-see-different-paths-to-peace-amid-ceasefire/article_e6a6ae77-84e8-5cb5-9860-4e1db4826a72.html,True
2023-11-26 17:46:53,Republicans want to pair border security with aid for Ukraine. Here's why that makes a deal so tough,United States,https://www.thestar.com/news/world/united-states/republicans-want-to-pair-border-security-with-aid-for-ukraine-heres-why-that-makes-a/article_29e73d12-69d1-5730-a297-2f24c242f676.html,False
2023-11-26 17:03:00,Jordan's top diplomat wants to align Europeans behind a call for a permanent cease-fire in Gaza,Europe,https://www.thestar.com/news/world/europe/jordans-top-diplomat-wants-to-align-europeans-behind-a-call-for-a-permanent-cease-fire/article_7dfbfb73-83e0-51b0-a6ac-93099860cff4.html,True
2023-11-26 16:23:41,Biden says 4-year-old Abigail Edan was released by Hamas. He hopes more U.S. hostages will be freed,United States,https://www.thestar.com/news/world/united-states/biden-says-4-year-old-abigail-edan-was-released-by-hamas-he-hopes-more-u/article_f851a575-23f0-56f2-a3e6-8bf688415bea.html,True
2023-11-26 13:35:28,Syria says an Israeli airstrike hit the Damascus airport and put it out of service,Middle East,https://www.thestar.com/news/world/middle-east/syria-says-an-israeli-airstrike-hit-the-damascus-airport-and-put-it-out-of-service/article_c3c21748-2e1d-5f91-b6f5-e3c9dcb320f4.html,True
2023-11-26 13:19:07,Tens of thousands march against antisemitism in London including UK ex-Prime Minister Boris Johnson,Europe,https://www.thestar.com/news/world/europe/tens-of-thousands-march-against-antisemitism-in-london-including-uk-ex-prime-minister-boris-johnson/article_2fcb047b-ea7d-5731-afb5-c44d4dd44459.html,True
2023-11-26 10:54:00,Israel summons Irish ambassador over tweet it alleges doesn't adequately condemn Hamas,Middle East,https://www.thestar.com/news/world/middle-east/israel-summons-irish-ambassador-over-tweet-it-alleges-doesnt-adequately-condemn-hamas/article_2a63799b-e381-52f3-b771-a175b6e2b84d.html,True
2023-11-28 10:32:28,How Toronto law partners — divided over the Middle East war — find common ground,Canada,https://www.thestar.com/news/canada/how-toronto-law-partners-divided-over-the-middle-east-war-find-common-ground/article_6194088e-2259-55d6-aeee-60973238b147.html,True
2023-11-26 07:00:00,Justin Trudeau’s foreign minister is grappling with a world of chaos. But is she making a mark?,Federal Politics,https://www.thestar.com/politics/federal/justin-trudeau-s-foreign-minister-is-grappling-with-a-world-of-chaos-but-is-she/article_f25c0f05-edcd-5f94-9c10-ce800aea6f2e.html,False
2023-11-26 06:00:00,"Israel vs. Gaza: Sure, pick a side but don’t dehumanize those you disagree with",Readers’ Letters,https://www.thestar.com/opinion/letters-to-the-editor/israel-vs-gaza-sure-pick-a-side-but-don-t-dehumanize-those-you-disagree-with/article_a34a9356-041e-51fc-9832-473d88748b5b.html,True
2023-11-27 15:25:49,Toronto’s peace memorial is a neglected mess,Contributors,https://www.thestar.com/opinion/contributors/toronto-s-peace-memorial-is-a-neglected-mess/article_d95d6701-bfde-5fb2-a6e0-d663d6cd67c2.html,False
2023-11-26 04:39:57,"Israeli forces kill at least 8 Palestinians in surging West Bank violence, health officials say",Middle East,https://www.thestar.com/news/world/middle-east/israeli-forces-kill-at-least-8-palestinians-in-surging-west-bank-violence-health-officials-say/article_c4615f09-0f46-596a-8069-0e0d8d55492d.html,True
2023-11-26 00:17:55,"With antisemitism rising as the Israel-Hamas war rages, Europe's Jews worry",Europe,https://www.thestar.com/news/world/europe/with-antisemitism-rising-as-the-israel-hamas-war-rages-europes-jews-worry/article_3317b532-c516-51a2-b05e-ab29ac20259a.html,True
2023-11-25 22:14:00,"Israel and Hamas complete second day of swaps after tense delay, as Gaza cease-fire holds",Middle East,https://www.thestar.com/news/world/middle-east/israel-and-hamas-complete-second-day-of-swaps-after-tense-delay-as-gaza-cease-fire/article_e1ee06c6-2e63-54d4-bd41-62520b3521ee.html,True
2023-11-25 17:30:33,Lebanese residents of border towns come back during a fragile cease-fire between Hamas and Israel,Middle East,https://www.thestar.com/news/world/middle-east/lebanese-residents-of-border-towns-come-back-during-a-fragile-cease-fire-between-hamas-and/article_fb59269a-9f8e-551b-9a42-d65ae7aa758c.html,True
2023-11-25 16:26:37,Tens of thousands march in London calling for a permanent cease-fire in Gaza,Europe,https://www.thestar.com/news/world/europe/tens-of-thousands-march-in-london-calling-for-a-permanent-cease-fire-in-gaza/article_bb189f40-2f73-5ed5-abcf-120d3da31766.html,True
2023-11-25 11:38:54,The debate over Ukraine aid was already complicated. Then it became tangled up in US border security,United States,https://www.thestar.com/news/world/united-states/the-debate-over-ukraine-aid-was-already-complicated-then-it-became-tangled-up-in-us/article_b9a7e996-a93b-52a4-9354-75a58baab271.html,False
2023-11-25 11:28:00,Palestinian militants kill two alleged informers for Israel and mob drags bodies through camp alleys,Middle East,https://www.thestar.com/news/world/middle-east/palestinian-militants-kill-two-alleged-informers-for-israel-and-mob-drags-bodies-through-camp-alleys/article_73174010-8504-57f9-b54c-ca6396f7962d.html,True
2023-11-26 08:40:16,Here’s how to find the perfect box of clementines this season. Experts say it’s an art – and most of us look for all the wrong things,Business,https://www.thestar.com/business/here-s-how-to-find-the-perfect-box-of-clementines-this-season-experts-say-it/article_7ef41a6c-20eb-5188-9231-b4f573c53ac8.html,False
2023-11-25 06:00:00,These troubling times have revealed my Jewish parents were right about hate,Star Columnists,https://www.thestar.com/opinion/star-columnists/these-troubling-times-have-revealed-my-jewish-parents-were-right-about-hate/article_b2081441-dfde-563b-99ab-2e469e867ca0.html,True
2023-11-28 12:41:02,What you call self-defence looks a lot more like war crimes.,Readers’ Letters,https://www.thestar.com/opinion/letters-to-the-editor/what-you-call-self-defence-looks-a-lot-more-like-war-crimes/article_582920a6-c62d-5be9-88dc-8b95a468a85f.html,True
2023-11-25 03:48:58,Palestinian families rejoice over release of minors and women in wartime prisoner swap,Middle East,https://www.thestar.com/news/world/middle-east/palestinian-families-rejoice-over-release-of-minors-and-women-in-wartime-prisoner-swap/article_e724f27f-fb36-5f60-80d4-686b32299553.html,True
2023-11-25 00:05:00,Retailers offer bigger Black Friday discounts to lure hesitant shoppers hunting for the best deals,World,https://www.thestar.com/news/world/retailers-offer-bigger-black-friday-discounts-to-lure-hesitant-shoppers-hunting-for-the-best-deals/article_c9929410-864f-5df5-a53a-e0dae8d2cdc0.html,False
2023-11-25 00:00:01,"Hamas releases 10 Thai hostages, 4 of whom had not been listed as abducted",Middle East,https://www.thestar.com/news/world/middle-east/hamas-releases-10-thai-hostages-4-of-whom-had-not-been-listed-as-abducted/article_53da0aca-4604-50d6-a18a-39ae2e63a8f2.html,True
2023-11-24 23:37:24,Families of hostages not slated for release from Gaza during current truce face enduring nightmare,Middle East,https://www.thestar.com/news/world/middle-east/families-of-hostages-not-slated-for-release-from-gaza-during-current-truce-face-enduring-nightmare/article_46dbe48f-8fcc-5000-9e49-c2879c835310.html,True
2023-11-24 22:55:39,Live updates | Israel-Hamas truce begins with swap of hostages and prisoners; more expected Saturday,Middle East,https://www.thestar.com/news/world/middle-east/live-updates-israel-hamas-truce-begins-with-swap-of-hostages-and-prisoners-more-expected-saturday/article_a578ff63-5fcc-52b4-b7b8-cc8287b3de36.html,True
2023-11-24 19:38:40,"On Day One of Gaza cease-fire, Hamas and Israel carry out first swap of hostages and prisoners",Middle East,https://www.thestar.com/news/world/middle-east/on-day-one-of-gaza-cease-fire-hamas-and-israel-carry-out-first-swap-of/article_6972da84-84f2-5166-ad84-449f5b7ea921.html,True
2023-11-27 11:20:53,A chill has crept into Ontario’s health sector when it comes to criticizing Israel’s actions in Gaza,Star Columnists,https://www.thestar.com/opinion/star-columnists/a-chill-has-crept-into-ontario-s-health-sector-when-it-comes-to-criticizing-israel/article_55d03366-ad8a-5f89-8e2c-0c9411a98192.html,True
2023-11-24 18:22:00,"Right-wing politics threatens sunny partnerships at EU-Canada Summit, warns expert",Canada,https://www.thestar.com/news/canada/right-wing-politics-threatens-sunny-partnerships-at-eu-canada-summit-warns-expert/article_8cfd1055-070d-5995-9124-34c160d2b25f.html,False
2023-11-27 14:11:13,A police raid left these Toronto housemates terrified. The man police sought moved out 20 months ago,Gta,https://www.thestar.com/news/gta/a-police-raid-left-these-toronto-housemates-terrified-the-man-police-sought-moved-out-20/article_7ad59694-98e6-5b47-995c-cc73e970174f.html,False
2023-11-24 17:35:00,TDSB says it’s working on a ‘distinct strategy’ to combat antisemitism in schools,Provincial Politics,https://www.thestar.com/politics/provincial/tdsb-says-it-s-working-on-a-distinct-strategy-to-combat-antisemitism-in-schools/article_88e2f9cc-2521-5821-8c9c-06677e6b47bc.html,True
2023-11-24 15:26:48,"Israel summons Spanish, Belgian ambassadors following criticism during visit to Rafah",Middle East,https://www.thestar.com/news/world/middle-east/israel-summons-spanish-belgian-ambassadors-following-criticism-during-visit-to-rafah/article_1c15eac2-e61f-5cc8-9c3c-4d94c3d74cd2.html,True
2023-11-24 14:03:22,Liberals accuse Poilievre of 'riling' up Canadians in border crash comments,Politics,https://www.thestar.com/politics/liberals-accuse-poilievre-of-riling-up-canadians-in-border-crash-comments/article_56f6ee06-d80b-58dd-af42-ff7e355fd9d0.html,False
2023-11-24 12:57:26,Nice soccer player Atal will face trial Dec. 18 after sharing an antisemitic message on social media,Soccer,https://www.thestar.com/sports/soccer/nice-soccer-player-atal-will-face-trial-dec-18-after-sharing-an-antisemitic-message-on/article_da3bd4e7-499e-5b0a-963c-482590be8cd0.html,False
2023-11-25 10:33:05,Hamas hostage deal 'progress' but long-term peace needs 'many more steps': Trudeau,Politics,https://www.thestar.com/politics/hamas-hostage-deal-progress-but-long-term-peace-needs-many-more-steps-trudeau/article_f2758fb9-343b-563f-a057-cc2805b1d731.html,True
2023-11-24 10:28:00,NOT REAL NEWS: A look at what didn't happen this week,News,https://www.thestar.com/news/not-real-news-a-look-at-what-didnt-happen-this-week/article_6c39643f-171f-5896-b746-68c84f574f37.html,False
2023-11-24 08:03:20,Gaza shrinks for Palestinians seeking refuge. 4 stories offer a glimpse into a diminished world,Middle East,https://www.thestar.com/news/world/middle-east/gaza-shrinks-for-palestinians-seeking-refuge-4-stories-offer-a-glimpse-into-a-diminished-world/article_cc5ff442-3e14-5c75-8c89-d76961b6cf3d.html,True
2023-11-24 08:04:09,Palestinians in Gaza seeking refuge from war find their world is shrinking. They say nowhere is safe,Middle East,https://www.thestar.com/news/world/middle-east/palestinians-in-gaza-seeking-refuge-from-war-find-their-world-is-shrinking-they-say-nowhere/article_a47fdd3a-2d26-5873-a258-985ee9678bc0.html,True
2023-11-24 08:02:00,Four-day Israel-Hamas ceasefire begins + Toronto private school founder denies sex abuse at summer camp,Morning News Digest,https://www.thestar.com/news/morning-digest/four-day-israel-hamas-ceasefire-begins-toronto-private-school-founder-denies-sex-abuse-at-summer/article_88599e57-2a13-5d27-9cdd-887e680122e2.html,True
2023-11-27 13:47:04,"Tears of joy, families reunited and a ticking clock: How Day 1 of the Israel-Hamas hostage-prisoner exchange unfolded",World,https://www.thestar.com/news/world/tears-of-joy-families-reunited-and-a-ticking-clock-how-day-1-of-the-israel/article_944958e0-a543-5ca3-83a1-edab0daa2733.html,True
2023-11-24 06:00:00,"Death toll in Israel-Hamas war takes an emotion toll, even far from the bloodshed",Public Editor,https://www.thestar.com/opinion/public-editor/death-toll-in-israel-hamas-war-takes-an-emotion-toll-even-far-from-the-bloodshed/article_7c93e5f2-1dce-576f-8201-551992f65e78.html,True
2023-11-24 06:00:00,A necessary pause in the war between Hamas and Israel,Opinion,https://www.thestar.com/opinion/editorials/a-necessary-pause-in-the-war-between-hamas-and-israel/article_28ff33a3-0d79-5599-9496-49483eeda4ba.html,True
2023-11-24 05:30:00,What just happened? Speculating on the ceasefire moment in Gaza,Contributors,https://www.thestar.com/opinion/contributors/what-just-happened-speculating-on-the-ceasefire-moment-in-gaza/article_855fca1a-5201-5875-b97a-93c9a4f2e055.html,True
2023-11-24 05:00:00,I don’t do self-checkout and neither should you,Star Columnists,https://www.thestar.com/opinion/star-columnists/i-don-t-do-self-checkout-and-neither-should-you/article_2b7cdcf8-f8f2-5c4a-a603-5fbb6e028af6.html,False
2023-11-24 01:11:00,Dutch election winner Geert Wilders is an anti-Islam firebrand known as the Dutch Donald Trump,Europe,https://www.thestar.com/news/world/europe/dutch-election-winner-geert-wilders-is-an-anti-islam-firebrand-known-as-the-dutch-donald/article_5cb974ed-3dd3-56eb-b450-4053c0c93cf2.html,False
2023-11-24 01:05:00,What does the cease-fire between Israel and Hamas look like?,Middle East,https://www.thestar.com/news/world/middle-east/what-does-the-cease-fire-between-israel-and-hamas-look-like/article_17ce07d5-2f67-5c3d-9bae-651d58c3a27c.html,True
2023-11-24 00:01:54,Pro-Palestine protesters disrupt NYC Macy’s Thanksgiving Day Parade,United States,https://www.thestar.com/news/world/united-states/pro-palestine-protesters-disrupt-nyc-macy-s-thanksgiving-day-parade/article_bac3042b-8427-5ba7-904c-c790988a5cc2.html,True
2023-11-23 23:50:10,QMJHL roundup: Drakkar edge Mooseheads in OT,Hockey,https://www.thestar.com/sports/hockey/qmjhl-roundup-drakkar-edge-mooseheads-in-ot/article_f0b40e56-1a6d-5cb7-9140-37cc46eb2ed0.html,False
2023-11-23 23:36:17,Trudeau launches EU-Canada Summit in Newfoundland with research announcement,Canada,https://www.thestar.com/news/canada/trudeau-launches-eu-canada-summit-in-newfoundland-with-research-announcement/article_02b20031-748b-573f-bb2e-67e2ea778a74.html,False
2023-12-05 13:31:12,Hate crimes in Toronto ‘the likes of which we have never seen’,Gta,https://www.thestar.com/news/gta/hate-crimes-in-toronto-the-likes-of-which-we-have-never-seen/article_1e699f57-4f5c-59fd-815f-059742042193.html,False
2023-11-23 21:49:18,Thousands led by Cuba's president march in Havana in solidarity with Palestinian people,Americas,https://www.thestar.com/news/world/americas/thousands-led-by-cubas-president-march-in-havana-in-solidarity-with-palestinian-people/article_df0a44b8-5a8e-5623-b627-8da9747fd728.html,True
2023-11-23 21:45:00,11 protesters charged with mischief after Toronto Indigo vandalized,Gta,https://www.thestar.com/news/gta/11-protesters-charged-with-mischief-after-toronto-indigo-vandalized/article_db4ec017-3c60-5a4a-8d89-af58847a3739.html,False
2023-11-23 21:41:00,"Qatar says Gaza cease-fire will begin Friday morning, with aid to follow 'as soon as possible'",Middle East,https://www.thestar.com/news/world/middle-east/qatar-says-gaza-cease-fire-will-begin-friday-morning-with-aid-to-follow-as-soon/article_e8fcbf42-b7eb-5645-b255-8a8abcdc75c9.html,True
2023-11-23 16:56:08,Spike in hate crime reports in Toronto since Israel-Hamas war began: Police,Canada,https://www.thestar.com/news/canada/spike-in-hate-crime-reports-in-toronto-since-israel-hamas-war-began-police/article_59005975-9fd3-575b-b845-6e27151889b8.html,True
2023-11-23 16:00:00,"Ontario is one of the angriest places in Canada, new rage poll finds",Canada,https://www.thestar.com/news/canada/ontario-is-one-of-the-angriest-places-in-canada-new-rage-poll-finds/article_25ed40c8-82b3-542f-9f29-628e4413e90e.html,False
2023-11-23 14:00:42,"Despite ceasefire, Toronto man says his family needs Canadian help to get out of Gaza",Politics,https://www.thestar.com/politics/despite-ceasefire-toronto-man-says-his-family-needs-canadian-help-to-get-out-of-gaza/article_443eedcc-0d53-57bd-bc6a-5fea913a5439.html,True
2023-11-23 13:53:21,"'Our reaction is very important:' Mosque, rabbi unite to condemn hateful attacks",Canada,https://www.thestar.com/news/canada/our-reaction-is-very-important-mosque-rabbi-unite-to-condemn-hateful-attacks/article_48dd1666-361c-5c82-b003-bf49c53db324.html,True
2023-11-23 12:39:28,Savo Milošević aims to lead Bosnia through Euro 2024 playoffs to join Balkan neighbors at finals,Soccer,https://www.thestar.com/sports/soccer/savo-milo-evi-aims-to-lead-bosnia-through-euro-2024-playoffs-to-join-balkan-neighbors/article_e7331b5c-10e5-50da-b98a-3337e18ef9a7.html,False
2023-11-23 12:33:46,Hezbollah fires rockets at north Israel after an airstrike kills 5 of the group's senior fighters,Middle East,https://www.thestar.com/news/world/middle-east/hezbollah-fires-rockets-at-north-israel-after-an-airstrike-kills-5-of-the-groups-senior/article_d3eb888f-3679-5493-b27a-84b8a690d09c.html,True
2023-11-23 12:34:13,"Israel reveals signs of Hamas activity at Shifa, but a promised command center remains elusive",Middle East,https://www.thestar.com/news/world/middle-east/israel-reveals-signs-of-hamas-activity-at-shifa-but-a-promised-command-center-remains-elusive/article_7062208d-341e-5cf8-a2a8-1fbb8e44438a.html,True
2023-11-23 11:34:00,"Toronto seeing ‘staggering’ spike in hate-crimes since Oct. 7, police chief says",Gta,https://www.thestar.com/news/gta/toronto-seeing-staggering-spike-in-hate-crimes-since-oct-7-police-chief-says/article_5c495221-7e86-57e3-8635-64d3cb4bd650.html,False
2023-11-27 16:12:24,Scotiabank Giller Prize can be a life-changing sum. Can authors accept its sponsor’s tie to an Israeli weapons producer?,In Their Own Voices,https://www.thestar.com/opinion/scotiabank-giller-prize-can-be-a-life-changing-sum-can-authors-accept-its-sponsor-s/article_55d2d12e-cfb9-551f-8e91-6fd2f7244fb6.html,True
2023-11-23 09:32:12,Portraits of those held hostage after Hamas attack on Israel,Middle East,https://www.thestar.com/news/world/middle-east/portraits-of-those-held-hostage-after-hamas-attack-on-israel/article_b92ec978-38d5-5350-88fd-705ebfc036b7.html,True
2023-11-23 08:56:12,"Gaza has become a moonscape in war. When the battles stop, many fear it will remain uninhabitable",Middle East,https://www.thestar.com/news/world/middle-east/gaza-has-become-a-moonscape-in-war-when-the-battles-stop-many-fear-it-will/article_e858f521-1413-56c9-9b30-492ee291cbc1.html,True
2023-11-23 08:51:11,Israel and Ukraine could face each other in a playoff final for a spot at soccer's Euro 2024,Soccer,https://www.thestar.com/sports/soccer/israel-and-ukraine-could-face-each-other-in-a-playoff-final-for-a-spot-at/article_3c148df3-b1ed-57a7-8222-858c0d6b4df4.html,True
2023-11-23 08:34:52,Hundreds of German police raid properties of Hamas supporters in Berlin and across the country,Europe,https://www.thestar.com/news/world/europe/hundreds-of-german-police-raid-properties-of-hamas-supporters-in-berlin-and-across-the-country/article_da0c3671-7b48-5a3c-a29e-76edc6d718ef.html,True
2023-11-23 07:38:00,Couple dead in Rainbow Bridge crash + how the Israel-Hamas hostage deal is being viewed,Morning News Digest,https://www.thestar.com/news/morning-digest/couple-dead-in-rainbow-bridge-crash-how-the-israel-hamas-hostage-deal-is-being-viewed/article_7ee6b2f4-ec3a-5df0-a64c-6f0515c8f2be.html,True
2023-11-23 06:22:35,Draw for the 2024 European Championship qualifying playoffs,Soccer,https://www.thestar.com/sports/soccer/draw-for-the-2024-european-championship-qualifying-playoffs/article_45dd4a25-4c48-5e80-a285-8de93596b967.html,False
2023-11-23 06:00:00,Liberal’s need to unite behind new leader and defeat Doug Ford: Letters,Readers’ Letters,https://www.thestar.com/opinion/letters-to-the-editor/liberal-s-need-to-unite-behind-new-leader-and-defeat-doug-ford-letters/article_e7834b6f-a622-53bf-8727-a967df2bf16d.html,False
2023-11-23 05:00:00,Adoption of McGill student union’s pro-Palestinian policy stalled,Quebec,https://www.thestar.com/news/canada/quebec/adoption-of-mcgill-student-union-s-pro-palestinian-policy-stalled/article_e05200b5-e4bd-5013-8704-295577b23867.html,True
2023-11-23 01:46:09,"How the hostage deal came about: Negotiations stumbled, but persistence finally won out",United States,https://www.thestar.com/news/world/united-states/how-the-hostage-deal-came-about-negotiations-stumbled-but-persistence-finally-won-out/article_62238910-53a4-5ad8-b8b8-5f454a6bec43.html,True
2023-11-23 00:00:01,Israel unveils what it claims is a major Hamas militant hideout beneath Gaza City's Shifa Hospital,Middle East,https://www.thestar.com/news/world/middle-east/israel-unveils-what-it-claims-is-a-major-hamas-militant-hideout-beneath-gaza-citys-shifa/article_d362bd2d-5381-58ee-a35f-6e215f7d0b22.html,True
2023-11-22 23:14:29,"Live updates | Israel says hostage release will not take place before Friday, as talks are ongoing",Middle East,https://www.thestar.com/news/world/middle-east/live-updates-israel-says-hostage-release-will-not-take-place-before-friday-as-talks-are/article_d5ae4eb6-4ae4-5580-a687-4684cb2d7934.html,True
2023-11-22 20:44:35,No evidence vehicle explosion at Canada-U.S. border was terrorist activity: governor,Politics,https://www.thestar.com/politics/no-evidence-vehicle-explosion-at-canada-u-s-border-was-terrorist-activity-governor/article_8b17c3c5-f6e9-5e82-b7e1-5f0c43f2d999.html,False
